Node,X_ft,Y_ft
468,160.5612,53.2849
469,160.6503,60.1687
470,162.6463,56.8196
471,164.2143,65.2857
472,164.2143,69.2857
473,164.2143,75.7143
474,165.0,9.6
475,165.0,38.4
476,165.0,0.0
477,165.0,4.8
478,165.0,14.4
479,165.0,19.2
480,165.0,24.0
481,165.0,28.8
482,165.0,33.6
483,165.0,43.2
484,165.0,48.0
485,165.1511,52.7504
486,165.2921,61.0973
487,166.1386,56.8639
488,169.1429,66.8571
489,169.1429,70.8571
490,169.1429,77.1429
491,169.9955,62.2879
492,170.0,0.0
493,170.0,4.8
494,170.0,9.6
495,170.0,14.4
496,170.0,19.2
497,170.0,24.0
498,170.0,28.8
499,170.0,33.6
500,170.0,38.4
501,170.0,43.2
502,170.0,48.0
503,170.0,53.0
504,170.7819,57.5645
505,174.0714,68.4286
506,174.0714,72.4286
507,174.0714,78.5714
508,174.8514,63.3714
509,174.9653,53.6005
510,175.0,4.8
511,175.0,9.6
512,175.0,14.4
513,175.0,19.2
514,175.0,24.0
515,175.0,28.8
516,175.0,33.6
517,175.0,38.4
518,175.0,43.2
519,175.0,48.0
520,175.0,0.0
521,175.2399,58.1783
522,179.0,70.0
523,179.0,74.0
524,179.0,80.0
525,179.7498,53.544
526,179.7512,64.2965
527,179.9187,58.6513
528,180.0,4.8
529,180.0,9.6
530,180.0,38.4
531,180.0,43.2
532,180.0,0.0
533,180.0,14.4
534,180.0,19.2
535,180.0,24.0
536,180.0,28.8
537,180.0,33.6
538,180.0,48.0
539,184.125,70.0
540,184.125,74.0
541,184.125,80.0
542,184.5915,64.3302
543,184.7419,58.7676
544,184.8284,53.5235
545,185.0,9.6
546,185.0,38.4
547,185.0,0.0
548,185.0,4.8
549,185.0,14.4
550,185.0,19.2
551,185.0,24.0
552,185.0,28.8
553,185.0,33.6
554,185.0,43.2
555,185.0,48.0
556,189.25,70.0
557,189.25,74.0
558,189.25,80.0
559,189.4911,64.5224
560,189.7251,58.9205
561,189.8725,53.4471
562,190.0,0.0
563,190.0,4.8
564,190.0,9.6
565,190.0,14.4
566,190.0,19.2
567,190.0,24.0
568,190.0,28.8
569,190.0,33.6
570,190.0,38.4
571,190.0,43.2
572,190.0,48.0
573,194.375,70.0
574,194.375,74.0
575,194.375,80.0
576,194.4939,64.6404
577,194.7215,58.9292
578,194.8977,53.3817
579,195.0,0.0
580,195.0,4.8
581,195.0,9.6
582,195.0,19.2
583,195.0,24.0
584,195.0,28.8
585,195.0,38.4
586,195.0,43.2
587,195.0,48.0
588,195.0,14.4
589,195.0,33.6
590,199.5,70.0
591,199.5,74.0
592,199.5,80.0
593,199.5753,64.6416
594,199.7526,58.9194
595,199.9262,53.2901
596,200.0,4.8
597,200.0,9.6
598,200.0,14.4
599,200.0,19.2
600,200.0,24.0
601,200.0,28.8
602,200.0,33.6
603,200.0,38.4
604,200.0,43.2
605,200.0,48.0
606,200.0,0.0
607,204.625,64.875
608,204.625,70.0
609,204.625,74.0
610,204.625,80.0
611,204.7403,58.9975
612,204.9211,53.251
613,205.0,0.0
614,205.0,4.8
615,205.0,9.6
616,205.0,14.4
617,205.0,19.2
618,205.0,24.0
619,205.0,28.8
620,205.0,33.6
621,205.0,38.4
622,205.0,43.2
623,205.0,48.0
624,209.6613,58.9811
625,209.75,64.875
626,209.75,70.0
627,209.75,74.0
628,209.75,80.0
629,209.8503,53.2397
630,210.0,0.0
631,210.0,4.8
632,210.0,9.6
633,210.0,14.4
634,210.0,19.2
635,210.0,24.0
636,210.0,28.8
637,210.0,33.6
638,210.0,38.4
639,210.0,43.2
640,210.0,48.0
641,214.7406,59.0141
642,214.8141,64.6055
643,214.8166,53.4026
644,214.875,70.0
645,214.875,74.0
646,214.875,80.0
647,215.0,4.8
648,215.0,43.2
649,215.0,0.0
650,215.0,9.6
651,215.0,14.4
652,215.0,19.2
653,215.0,24.0
654,215.0,28.8
655,215.0,33.6
656,215.0,38.4
657,215.0,48.0
658,220.0,0.0
659,220.0,4.8
660,220.0,9.6
661,220.0,14.4
662,220.0,19.2
663,220.0,24.0
664,220.0,28.8
665,220.0,33.6
666,220.0,38.4
667,220.0,43.2
668,220.0,48.0
669,220.0,53.5
670,220.0,59.0
671,220.0,64.5
672,220.0,70.0
673,220.0,74.0
674,220.0,80.0
