# Monte Carlo Simulation - GeoStudio SLOPE/W + SEEP/W
# Generated   : 2026-03-23 02:41:56
# Input file  : E:\Github\MCP_Geostudio\Metro-Center.gsz
# Iterations  : 500
# Random seed : 42
# Solver      : C:\Program Files\Seequent\GeoStudio 2024.2\Bin\GeoCmd.exe
# Execution   : Sequential (chained SEEP/W -> SLOPE/W per iteration)
#
# --- Soil Parameter Distributions ---
# CohesionPrime = Lognormal | PhiPrime = Normal (min 1 deg)
# Reference    : Phoon & Kulhawy (1999), Duncan (2000)
#
# SC (Silty Clay): c_mean=198.4 psf  COV=35% | phi_mean=20.0 deg  COV=10%
# AWYC (Weathered Yazoo Clay in Active Zone): c_mean=79.3 psf  COV=40% | phi_mean=19.0 deg  COV=12%
# WYC (Weathered Yazoo Clay): c_mean=248.5 psf  COV=40% | phi_mean=19.0 deg  COV=12%
# UYC (Unweathered Yazoo Clay): c_mean=384.2 psf  COV=30% | phi_mean=20.0 deg  COV=8%
#
# --- Rainfall Distribution ---
# Lognormal | COV = 35% | Zero points fixed
#   Day 4: baseline = 0.01 in/day
#   Day 5: baseline = 0.61 in/day
#   Day 6: baseline = 0.01 in/day
#   Day 8: baseline = 1.0 in/day
#   Day 9: baseline = 0.08 in/day
#
# --- Column Units ---
# cohesion = psf | phi = degrees | rainfall = in/day | FS = dimensionless
#
iter,SC_cohesion_psf,SC_phi_deg,AWYC_cohesion_psf,AWYC_phi_deg,WYC_cohesion_psf,WYC_phi_deg,UYC_cohesion_psf,UYC_phi_deg,rainfall_day4_in_per_day,rainfall_day5_in_per_day,rainfall_day6_in_per_day,rainfall_day8_in_per_day,rainfall_day9_in_per_day,FS_Slope_Stability,FS_FS
139,152.2097,17.457,44.0254,14.2477,216.6341,20.9633,347.3414,22.9098,0.007877,0.890941,0.008628,0.600631,0.096574,1.058671,0.682833
140,152.7102,22.2501,135.9912,20.2511,177.0482,20.6291,270.2604,19.9728,0.007319,0.739393,0.00523,0.867132,0.066858,1.637262,1.277155
141,283.6985,20.5719,108.9999,21.9728,201.7726,14.5095,207.7988,22.6686,0.007063,0.612674,0.01218,0.656538,0.077515,1.440217,1.185287
142,160.2242,22.1467,75.7597,18.3092,272.3276,23.2282,385.3877,19.408,0.01594,0.355155,0.009685,1.602224,0.077008,1.437629,0.9743
143,304.8433,20.472,102.5896,18.7051,150.6866,18.2606,388.3795,17.947,0.01336,0.820162,0.005618,0.905616,0.087981,1.483527,1.111198
144,171.7134,19.4303,133.0274,21.5629,316.0452,17.0887,378.5217,20.2058,0.004866,0.574019,0.010678,1.028831,0.073437,1.715557,1.308922
145,189.934,23.8371,76.585,17.6458,170.689,19.4711,433.4736,19.458,0.011754,0.541004,0.007163,0.519348,0.115114,1.420255,0.953713
146,287.3774,17.3683,80.6022,22.5186,459.4335,19.4948,407.3655,20.6738,0.008346,0.320624,0.014279,0.871336,0.074896,1.75673,1.155604
147,235.1866,20.2365,109.1485,17.5523,214.661,17.9433,275.11,18.9822,0.007271,0.623015,0.011783,0.708402,0.11881,1.532045,1.098867
148,161.6379,22.3729,59.1272,17.0789,143.3981,19.2407,256.5772,23.7286,0.004802,0.971573,0.006106,1.057222,0.123245,1.306634,0.853625
149,244.3913,19.0908,111.7618,17.8184,325.5271,16.5103,409.0694,20.1775,0.009602,0.699009,0.006141,0.839805,0.036585,1.567873,1.120513
150,158.6392,22.8924,79.722,15.4986,443.7014,20.0096,335.863,19.7929,0.009353,0.530069,0.009067,1.406508,0.10836,1.294999,0.890418
151,179.6197,20.03,95.2011,19.2415,192.1418,21.1432,527.601,23.3863,0.015569,0.656522,0.010049,0.944409,0.082037,1.557129,1.097381
152,142.1839,21.7044,69.2112,20.9025,352.3667,22.3403,273.3106,20.6505,0.014115,0.419279,0.013814,1.218844,0.101413,1.552601,1.04054
153,220.1444,22.0877,72.0005,16.1441,308.3497,19.9859,400.6771,19.2931,0.009011,0.717269,0.009557,1.226861,0.16406,1.302567,0.878393
154,181.3039,21.2158,124.1737,17.2939,121.5623,19.5294,248.6666,19.1696,0.006177,0.825976,0.007541,1.26459,0.083079,1.456645,1.138441
155,212.5723,20.7371,94.3676,16.2535,300.3132,18.8422,216.0408,20.4689,0.009084,0.581455,0.005198,1.07961,0.083614,1.407819,0.98435
156,154.5182,18.2341,109.9075,15.3808,265.6509,19.3924,419.0118,18.7413,0.00902,0.752612,0.008952,0.846503,0.069973,1.36351,1.011714
157,239.4145,21.0816,47.9809,18.9245,192.3954,17.1067,362.357,18.4267,0.004811,0.69485,0.005463,1.152089,0.07138,1.379186,0.84598
158,208.3761,19.1442,60.5964,19.6368,340.9907,19.8658,338.0875,17.6228,0.007248,0.462005,0.013969,0.457485,0.090877,1.477874,0.950953
159,360.7673,18.7846,33.1453,17.1737,448.7783,19.6439,338.7961,20.3008,0.010489,0.809319,0.009799,1.476204,0.063041,1.186163,0.695712
160,346.6723,18.5419,48.4623,18.0836,147.9971,22.4388,476.4574,21.0202,0.015242,0.469309,0.006038,1.062053,0.08388,1.325654,0.824049
161,156.4739,19.3004,105.8686,22.727,160.6144,24.1366,481.8217,18.6619,0.00704,0.556562,0.007825,0.564533,0.037679,1.778521,1.236838
162,257.7564,20.3329,174.8487,21.499,235.8415,17.0867,289.0837,20.5322,0.004901,0.598117,0.006046,0.702735,0.065814,1.644005,1.427683
163,166.1204,23.7466,152.2253,20.2438,270.1684,18.8648,443.7505,21.7613,0.009796,0.958433,0.010517,1.263244,0.040597,1.730918,1.350824
164,236.8815,19.8164,125.364,20.1689,213.256,18.0065,261.6334,17.1087,0.009293,0.870645,0.007868,0.692735,0.066434,1.589332,1.269739
165,221.0687,16.8585,77.8033,17.1089,159.6114,20.6826,291.9431,21.2136,0.007935,1.358079,0.016081,1.404359,0.102322,1.388068,0.939701
166,170.4164,16.9755,43.2058,20.7162,182.9038,17.6925,457.4646,17.3022,0.010209,0.465441,0.017851,1.072412,0.059145,1.439858,0.868855
167,168.2126,19.2892,41.4612,18.6661,222.3256,13.7989,360.8462,17.9927,0.011507,0.429929,0.005349,1.395699,0.113466,1.309127,0.795083
168,132.2333,18.9149,91.3868,22.0407,206.3982,20.5285,384.4411,22.2914,0.008283,0.789563,0.00582,1.157478,0.050926,1.6531,1.144685
169,123.5001,19.9463,48.6138,19.8315,291.5722,15.0381,477.6608,21.6994,0.0043,0.549397,0.010779,1.025126,0.070103,1.399749,0.877602
170,163.4976,17.1849,117.5382,19.7081,357.2816,18.5701,612.3383,19.7025,0.006311,0.92813,0.006874,0.685045,0.200212,1.632987,1.177695
171,203.1015,18.0129,66.9657,20.1186,239.6648,14.9012,506.0552,22.8494,0.009945,0.418786,0.00658,0.66405,0.099785,1.433127,1.001723
172,345.2948,20.6014,110.8321,18.3781,181.9302,20.5828,416.8891,19.7661,0.012627,0.673935,0.011723,0.685596,0.089783,1.5977,1.136782
173,209.9377,19.2928,68.4069,19.8518,152.0856,14.5999,366.445,18.1003,0.00803,0.887651,0.007296,0.928064,0.092562,1.276666,0.989343
174,201.0658,24.0809,119.0089,21.2604,290.9454,15.5907,437.5472,22.5505,0.00875,0.761635,0.019388,1.277026,0.067323,1.618298,1.281474
175,129.1011,18.7129,43.8872,19.2796,418.1246,19.9096,330.1412,21.3998,0.00869,0.567958,0.007095,1.649476,0.04565,1.348984,0.829594
176,277.7701,18.2439,94.687,19.2017,251.4183,18.664,462.4717,17.4861,0.006081,0.438186,0.013315,0.579418,0.056852,1.60251,1.093559
177,117.709,18.716,103.4482,26.076,143.4917,18.126,299.2448,21.169,0.014714,0.588764,0.005919,0.859224,0.054543,1.492596,1.254566
178,168.6615,19.0597,83.4529,18.5771,468.1721,19.4441,557.822,21.6903,0.003705,0.646509,0.012377,0.991656,0.12889,1.467654,1.019213
179,238.0335,19.4978,55.5283,18.0084,338.0874,19.0655,399.3166,21.5227,0.005643,0.657233,0.009808,1.006991,0.063006,1.351679,0.868549
180,185.2988,21.8471,111.8043,15.4438,247.1901,18.0561,275.1306,21.6041,0.00692,0.426183,0.010928,0.682813,0.125422,1.411441,1.035098
181,182.3389,18.5204,51.738,18.0149,311.6702,20.2114,387.0838,20.4834,0.013773,0.535377,0.009872,0.68341,0.14462,1.335335,0.84367
182,168.2763,19.8689,56.5567,15.8103,283.0726,18.7142,373.9527,19.0956,0.015195,0.823223,0.017346,1.308005,0.078337,1.213305,0.796116
183,310.5967,17.5037,39.4567,16.8864,215.4645,20.0135,321.9835,23.487,0.007094,0.485055,0.007756,1.192203,0.082912,1.205542,0.729062
184,252.5254,23.4547,38.8898,16.8213,162.0919,23.7562,289.472,20.9896,0.011272,0.45271,0.011196,0.604076,0.110543,1.19823,0.723352
185,395.9785,21.5382,59.4388,22.436,119.233,21.08,443.8252,22.1205,0.009443,0.50329,0.009593,0.811826,0.100008,1.553638,1.029775
186,228.4356,21.2317,73.3823,18.4999,410.865,22.3886,337.4717,17.8008,0.006051,1.102984,0.008108,0.843443,0.041865,1.462415,0.970511
187,192.5237,21.269,76.6313,19.7715,276.4237,23.1254,292.9895,20.4196,0.01121,0.332068,0.010187,0.731858,0.119212,1.540443,1.032612
188,193.7148,19.5573,60.0811,21.6822,197.9599,17.1964,190.2382,20.6327,0.007912,0.513974,0.021678,1.173797,0.120791,1.482668,1.010412
189,165.6269,25.9452,77.8751,20.3265,199.2743,17.1271,360.7922,20.0973,0.007399,0.381329,0.013202,0.714488,0.120018,1.487814,1.059158
190,272.3758,21.014,53.7453,18.4568,107.5459,19.6502,268.333,23.6568,0.010189,0.433352,0.009843,1.126713,0.052433,1.349291,0.870131
191,302.8306,22.596,127.848,22.1762,200.0438,21.3045,346.7619,19.9865,0.004728,0.37073,0.00968,1.259616,0.103966,1.782376,1.357566
192,222.1442,21.2559,89.0584,20.3274,229.1412,19.2942,242.8254,18.7239,0.012673,0.672587,0.00355,1.858575,0.066527,1.633396,1.110089
193,484.8498,22.202,139.5789,19.3497,122.6146,15.0579,337.7739,19.5306,0.00595,0.719706,0.01448,0.565648,0.062044,1.364567,1.11382
194,233.3815,23.1952,82.4998,23.9126,206.1644,15.8218,233.5986,18.0575,0.01165,0.430989,0.010112,1.591547,0.105638,1.502633,1.195797
195,127.5914,20.9741,116.0951,18.2353,392.4604,17.0311,333.7998,22.9674,0.011315,0.625697,0.012763,1.030367,0.06036,1.541454,1.119166
196,240.491,15.5053,109.5761,21.6816,124.6306,17.9218,414.5703,22.5992,0.00814,0.450915,0.010674,1.162195,0.156942,1.433369,1.153144
197,173.1267,15.3858,151.4005,19.5738,218.5709,18.9891,243.2871,19.0173,0.011464,0.392716,0.013036,1.202373,0.092714,1.615743,1.297133
198,213.3878,19.7229,111.4348,17.6692,215.3563,17.4295,700.72,18.0961,0.013484,0.32901,0.011675,0.648887,0.087842,1.518664,1.113575
199,113.4689,22.9004,114.2867,20.2256,200.5251,18.432,502.4507,16.9173,0.007322,0.573106,0.009313,1.471384,0.060763,1.545913,1.175989
200,121.5774,16.2298,82.3585,16.8375,104.2492,19.3776,529.1683,21.778,0.010021,0.763025,0.006816,0.770027,0.125807,1.320778,0.92833
201,147.8528,20.0644,100.5432,16.2224,318.8086,22.2449,417.8111,20.3052,0.006886,0.831724,0.010673,0.736461,0.042729,1.384062,1.005755
202,161.073,21.4214,38.4603,20.0891,352.5349,19.8182,529.2322,19.4434,0.014325,1.251876,0.009471,0.969078,0.084853,1.399256,0.818262
203,209.2084,20.5619,141.0545,22.348,276.0634,15.2015,207.6731,19.6839,0.016136,0.514043,0.009861,0.683261,0.075646,1.596072,1.37846
204,188.3481,19.0421,58.0953,22.6332,242.3629,17.1765,533.4254,18.6826,0.009617,0.493809,0.005064,0.684005,0.072633,1.56274,1.027106
205,182.4515,18.2087,151.7167,16.8319,343.788,20.3317,384.3604,19.8492,0.009271,0.554857,0.012107,0.780245,0.05562,1.601163,1.227929
206,213.3078,23.1651,53.6769,19.5807,252.957,21.8018,277.83,18.3119,0.0155,1.033195,0.006162,1.064118,0.101227,1.447956,0.903474
207,122.8007,24.7301,62.2842,18.1357,353.1527,18.5541,336.3825,18.3185,0.010867,0.65762,0.012416,1.472888,0.099708,1.373466,0.906623
208,138.0133,19.0018,52.9785,14.2721,256.9424,21.1205,431.473,18.9604,0.011807,0.361645,0.008613,0.985254,0.070962,1.099483,0.725055
209,162.9205,20.5145,139.7337,14.6866,326.7309,19.0175,265.2602,20.3682,0.007045,0.535382,0.003396,1.202545,0.06801,1.442182,1.114303
210,152.1662,19.4429,96.4083,20.7539,195.5473,20.5957,384.6976,20.8796,0.00655,0.621713,0.0077,0.836156,0.101936,1.628178,1.135042
211,190.2506,19.7415,102.5682,23.5504,210.3505,16.2987,435.1596,21.3238,0.006647,0.905451,0.013856,1.084514,0.049358,1.514978,1.250276
212,239.7179,19.3471,29.7576,18.3197,164.8188,16.4147,360.8384,19.9644,0.008155,0.446164,0.006881,0.777849,0.077834,1.236972,0.70726
213,242.2883,18.1363,82.3492,16.4079,313.1631,20.1069,349.0148,17.8044,0.014235,0.273944,0.020831,1.070353,0.094006,1.365029,0.935056
214,228.4735,17.8379,171.0413,17.6856,206.7422,16.0373,568.5554,22.9638,0.013961,0.629682,0.015495,0.907016,0.109344,1.480978,1.289068
215,212.7484,17.8238,63.6189,23.1986,377.4038,19.7337,449.8339,18.3526,0.007618,0.479187,0.007347,0.825343,0.070521,1.694501,1.081582
216,235.6477,20.0645,75.6978,17.3111,193.6908,18.9212,334.3519,20.1146,0.009485,0.338489,0.010573,0.783877,0.127276,1.394482,0.937464
217,350.4651,20.9587,75.1742,20.2828,161.6598,16.4202,510.0682,18.1486,0.011144,0.648642,0.011572,0.970888,0.096025,1.435754,1.045226
218,149.5759,20.6951,91.2131,25.3434,196.1901,20.5395,364.7662,19.4085,0.014884,0.531272,0.004715,1.177274,0.04528,1.691041,1.273114
219,125.6366,22.6666,77.2232,17.7338,237.8686,19.298,815.4984,18.8145,0.004805,0.609321,0.014986,0.756559,0.071197,1.391324,0.959839
220,253.2064,21.48,76.4041,17.0777,235.713,20.0834,593.518,17.859,0.012872,0.686821,0.011233,0.855251,0.183877,1.382367,0.932191
221,121.052,23.9623,96.4406,20.5701,263.0092,19.6843,394.9901,20.546,0.008035,0.650714,0.008918,0.878463,0.060002,1.623543,1.128583
222,191.0088,22.0811,126.2045,18.461,272.6232,19.3575,239.2157,19.3968,0.008645,0.786979,0.011432,0.643834,0.072124,1.634531,1.204178
223,159.9973,21.8877,62.3604,16.5481,323.3536,20.571,432.077,21.4766,0.009467,0.399401,0.007383,0.96316,0.072034,1.286352,0.849078
224,311.3037,17.9765,63.9107,18.7188,179.3341,17.2742,292.7763,17.2376,0.014404,0.867569,0.011525,1.178675,0.061085,1.403723,0.935541
225,207.7038,19.6605,139.9446,19.5389,270.3774,18.5845,296.0792,18.9875,0.008147,0.491779,0.006671,0.519516,0.107291,1.703114,1.290399
226,304.2441,19.6829,59.8923,16.8816,231.9166,20.5091,499.4136,21.4075,0.011912,0.672933,0.010225,1.037525,0.054497,1.297154,0.849933
227,250.4092,18.7097,127.0226,18.8276,350.7252,25.0335,631.581,21.1762,0.008774,0.825903,0.00568,0.686196,0.119666,1.678257,1.22735
228,176.0166,23.5481,57.5016,19.4579,214.2591,17.6245,616.8491,17.8083,0.013827,0.621809,0.006728,0.977423,0.090719,1.456502,0.92506
229,163.7579,17.2872,135.91,12.5226,241.2753,17.279,345.6766,19.0631,0.009857,0.430555,0.007397,0.340831,0.06137,1.295044,1.022801
230,146.9259,23.2497,78.7972,22.0986,269.5259,17.218,226.9324,17.7756,0.007227,0.678797,0.010963,2.131734,0.088832,1.616765,1.124659
231,263.5331,21.1819,56.8442,19.0139,120.7852,20.4779,266.7059,21.098,0.010496,1.178251,0.006586,1.489971,0.067569,1.415389,0.907346
232,151.0079,18.4078,48.442,17.867,268.0613,18.5093,307.3286,17.4356,0.010325,1.28167,0.011356,1.031433,0.054652,1.295778,0.81747
233,146.5253,22.8247,83.7313,17.9149,238.814,18.0539,298.8396,20.5684,0.011708,0.782008,0.011056,2.937522,0.12004,1.436968,0.996119
234,156.1252,18.7602,59.3153,21.7583,216.4073,17.6348,327.2819,18.3387,0.005851,0.625421,0.010974,0.595011,0.113033,1.517627,1.007718
235,170.8058,15.5582,55.6044,20.9139,172.2763,14.965,398.3575,20.8017,0.021801,0.730142,0.014745,1.577451,0.039722,1.305676,0.956981
236,251.4136,19.8815,65.7684,17.4848,220.4662,20.6652,225.9169,17.3715,0.010809,0.386253,0.010236,1.563228,0.089052,1.362251,0.898606
237,232.0946,16.6924,29.4418,17.841,167.4779,16.2999,405.1699,19.8671,0.007836,0.513461,0.011189,1.515424,0.131973,1.20546,0.690921
238,269.8418,23.649,67.8607,18.5475,187.6033,18.1723,260.9788,22.8774,0.005196,0.605002,0.012529,0.881536,0.114802,1.441341,0.947157
239,205.2534,20.8094,51.9399,23.7576,374.3005,20.6514,469.4285,18.3662,0.00793,0.823144,0.008078,1.041421,0.11879,1.701203,1.021538
240,326.1747,16.2442,39.6284,15.996,223.4867,19.0773,371.1514,19.665,0.00926,0.486517,0.008545,1.316502,0.059472,1.151029,0.704163
241,249.3913,18.9593,101.0611,19.0218,229.5379,19.5005,397.7974,18.003,0.011735,0.600862,0.009582,1.124956,0.053923,1.603387,1.115946
242,195.2376,19.5244,58.3008,20.2047,393.8748,19.4788,396.8807,21.0527,0.016144,0.451561,0.012062,1.646846,0.036345,1.496775,0.953055
243,159.2211,21.0554,34.6693,17.7164,169.3681,18.3825,604.216,20.2856,0.015034,1.360047,0.010539,0.521535,0.063488,1.228503,0.721836
244,258.959,20.6272,144.4524,20.4546,215.6686,24.0942,349.4428,20.1445,0.010019,0.490502,0.019753,0.962998,0.07959,1.846147,1.367768
245,114.3128,18.492,72.5705,22.3542,271.1124,21.6144,288.1186,21.9598,0.009247,0.424519,0.007329,0.996794,0.141998,1.614213,1.073101
246,255.2412,21.2589,88.0605,19.0259,364.2055,23.5794,366.75,20.5042,0.008745,0.400994,0.011372,0.865776,0.12938,1.561701,1.056822
247,259.1338,24.8487,68.007,17.2884,255.9774,16.2214,331.945,20.8683,0.010349,0.708881,0.014592,1.294872,0.089675,1.359248,0.901629
248,196.089,20.2561,71.1106,20.9128,258.1067,18.9639,436.7138,18.4042,0.008864,0.617021,0.005073,0.596189,0.095884,1.585515,1.050646
249,151.8231,16.1198,158.3974,16.1986,199.5823,21.0076,576.8712,21.2455,0.007512,0.805456,0.006326,0.928868,0.076609,1.557132,1.206987
250,158.7828,16.7001,53.7617,20.1263,224.0115,19.1791,529.8126,22.1141,0.011193,0.80552,0.012041,1.338458,0.060965,1.438829,0.920628
251,153.663,18.0457,67.3685,22.0984,206.5262,18.0834,319.7455,19.4549,0.010337,0.513922,0.015727,0.600531,0.121602,1.528243,1.066078
252,215.0157,19.2104,68.2691,19.9087,357.9167,16.53,341.0834,18.7682,0.01295,0.631765,0.016473,1.387021,0.069449,1.523928,0.999747
253,170.9065,22.7861,120.2462,20.0371,362.9301,17.2566,271.6961,18.847,0.007126,0.739938,0.009501,0.494455,0.065494,1.696324,1.223939
254,137.2883,16.0622,62.5448,19.4367,259.7873,19.0471,331.4526,19.2537,0.008946,0.633297,0.007437,0.939653,0.10453,1.411097,0.944528
255,271.8287,20.4634,56.2994,17.2767,204.2834,19.8731,398.0022,19.9154,0.010278,0.529833,0.005066,0.589148,0.100165,1.307122,0.847977
256,199.5723,24.4627,118.4254,17.1183,289.11,17.4868,428.094,19.4047,0.007181,0.659992,0.018199,0.573695,0.064632,1.550309,1.125519
257,237.8747,20.3147,88.8186,15.2944,221.2897,18.8575,289.7472,18.542,0.005706,0.596057,0.013596,0.834445,0.10536,1.321856,0.924663
258,170.0247,18.1183,72.2003,18.9436,224.073,17.3758,275.617,18.7562,0.010229,0.521671,0.007422,0.708615,0.096498,1.446925,0.981565
259,214.5769,16.7711,36.2828,16.6571,224.1794,14.9673,428.7484,19.2346,0.009225,0.442131,0.00839,0.848949,0.022842,1.172878,0.701282
260,185.6025,18.6901,29.2853,18.5499,194.9172,22.9551,556.5654,20.9659,0.021169,0.9717,0.011086,0.464159,0.054717,1.248513,0.711013
261,144.2293,19.1073,52.5698,19.5376,177.7459,22.7033,270.501,18.3841,0.006032,0.659999,0.006353,1.356528,0.057788,1.404603,0.894843
262,129.4763,19.3528,71.6763,19.0587,194.0626,17.7406,408.2514,19.8732,0.013662,0.6465,0.008905,0.979361,0.107759,1.432916,0.974134
263,332.3493,18.2124,110.3429,19.3011,287.0727,15.6196,265.1007,20.1185,0.013518,0.541189,0.009297,1.052849,0.081103,1.61459,1.168683
264,136.3747,18.8331,65.8449,13.9428,516.8395,16.0808,547.2221,20.4027,0.008838,0.546362,0.00723,0.775829,0.058616,1.128178,0.771999
265,174.6966,21.5015,84.7082,18.46,155.6879,16.1382,510.5346,21.9192,0.003957,0.685852,0.005932,0.741239,0.128657,1.341119,1.020607
266,279.9702,20.5245,41.5479,19.0917,230.6319,20.5939,352.1518,20.8643,0.00852,0.787315,0.010202,0.975956,0.063992,1.35431,0.808446
267,111.0891,22.162,57.6832,15.1901,91.1789,19.0993,354.1641,18.742,0.013282,0.324342,0.007873,1.433838,0.064418,1.171122,0.779055
268,206.9816,19.6244,113.4704,17.5638,233.3017,21.4043,420.9751,21.6261,0.01111,0.61323,0.008256,0.733084,0.093379,1.538031,1.119039
269,216.4141,21.4426,75.3927,21.0515,212.6718,17.4872,548.005,18.7573,0.011536,0.793546,0.007791,1.586969,0.059302,1.537892,1.075391
270,237.9308,18.5434,112.3003,19.2489,189.1608,19.0304,353.0046,22.101,0.01794,0.306338,0.007788,1.316692,0.217348,1.573431,1.175681
271,180.7096,22.4012,63.468,19.7036,89.8609,17.5939,526.2318,17.743,0.01014,0.867621,0.008771,1.30927,0.06142,1.302255,0.957762
272,151.5095,18.8874,74.6964,21.2708,233.4013,19.7936,382.572,20.2427,0.008973,0.563668,0.005059,0.789589,0.088888,1.582652,1.068026
273,229.1864,20.1306,50.7773,20.9983,445.3223,20.3939,240.3417,16.4334,0.008868,0.32966,0.007425,0.739859,0.126557,1.529523,0.927654
274,77.8376,21.2202,34.3327,18.8125,374.7281,19.8361,378.021,20.2441,0.00637,0.478582,0.007806,0.719389,0.095388,1.271456,0.752295
275,142.4702,18.8377,127.8783,20.4617,269.9326,22.3263,596.7328,17.9462,0.009818,0.552327,0.005799,1.301493,0.057945,1.706299,1.234537
276,221.5752,20.5784,44.1595,21.557,388.9092,21.7985,473.8997,16.9241,0.010997,0.754377,0.012542,0.54417,0.089057,1.526842,0.901172
277,302.0138,16.3915,93.9961,20.4397,132.142,23.4152,321.8405,20.7269,0.010747,0.476278,0.006775,0.772381,0.10673,1.649798,1.13682
278,290.6372,21.6521,125.6893,18.7126,329.8172,18.3069,314.5237,19.7375,0.007663,0.626749,0.00968,1.088846,0.079572,1.706247,1.217009
279,149.1756,20.8437,41.9801,15.6044,195.7952,18.6983,419.984,18.5988,0.016642,0.428143,0.011826,0.922276,0.070475,1.136167,0.708321
280,227.9294,22.4189,68.3369,19.3183,140.6591,15.4195,193.1085,21.0208,0.008169,0.721086,0.011196,1.459813,0.06128,1.302936,0.977944
281,234.928,23.2059,174.0419,20.9776,333.6841,17.7303,656.1261,20.6625,0.011109,0.355527,0.016703,0.831402,0.101237,1.83183,1.493107
282,112.6464,25.464,91.1609,17.5553,131.5773,23.9943,436.1159,20.6092,0.028193,0.33785,0.009731,1.188663,0.149076,1.435316,1.01266
283,145.3734,19.8782,83.3,19.4647,282.8087,14.9939,834.6806,20.2004,0.004849,0.540232,0.009504,0.636116,0.056574,1.498067,1.041584
284,284.4913,19.543,38.771,17.453,178.7838,18.0345,505.3839,21.1079,0.016402,0.440569,0.011935,0.705611,0.055497,1.23625,0.741174
285,195.5335,18.902,51.9536,18.7165,260.453,16.9039,578.2597,21.021,0.009531,0.811037,0.019036,0.724135,0.072709,1.382783,0.866018
286,225.8792,20.1939,65.5678,18.086,348.1509,19.4755,307.3692,20.7743,0.009975,0.904801,0.005281,0.804464,0.078799,1.400821,0.919722
287,253.7971,19.592,51.0729,23.047,132.9525,16.9835,412.3672,18.2031,0.009394,0.391565,0.009452,0.826681,0.046037,1.396736,0.993129
288,300.7171,21.6785,102.4486,19.7392,316.9693,20.4154,299.5469,20.8108,0.012239,0.698502,0.008355,0.94363,0.103203,1.672552,1.149005
289,230.7993,22.1693,74.5209,21.2822,147.2777,16.7006,335.9847,18.1662,0.006974,0.527412,0.00965,1.430613,0.157581,1.401268,1.068459
290,182.645,20.4098,63.6551,20.4275,199.251,17.2863,200.5063,17.8131,0.019974,0.882525,0.012713,0.928593,0.100206,1.474957,0.995294
291,135.4638,24.33,55.9051,21.4611,281.0517,19.5563,310.5821,21.7061,0.006341,0.290965,0.006283,1.201468,0.058196,1.551372,0.975905
292,226.8328,20.6471,50.1542,15.6804,138.757,17.8519,254.7293,17.8975,0.011635,0.621951,0.009571,0.917348,0.105083,1.176884,0.762366
293,142.6974,18.2583,120.715,18.9786,369.3618,16.3479,249.3968,19.6072,0.012974,0.9234,0.007968,0.724176,0.154179,1.593899,1.158132
294,175.7491,17.9538,107.9286,19.9597,165.8093,18.6052,358.7424,20.8078,0.00853,0.481285,0.011772,0.831083,0.069402,1.494617,1.160168
295,201.7506,18.7769,67.363,18.3879,587.4421,19.9787,360.3033,19.6317,0.01055,0.510272,0.008642,1.073708,0.057193,1.422621,0.939
296,188.7705,21.6332,86.996,13.9798,134.4362,19.3369,611.4687,19.6163,0.007189,0.656191,0.010412,0.874607,0.061805,1.230353,0.869837
297,150.814,19.3102,82.1753,20.2286,139.3156,20.0611,519.2084,20.2957,0.012653,0.637273,0.00869,1.108501,0.052494,1.499388,1.063086
298,255.7013,23.3341,65.1742,20.0991,159.5501,16.7956,240.1415,20.9049,0.014749,0.33534,0.013516,0.743528,0.103946,1.414609,0.992853
299,318.9486,17.6267,48.3128,18.6703,367.4447,20.4422,604.1833,21.169,0.011523,0.477282,0.019106,1.295571,0.076107,1.36376,0.840544
300,205.0005,21.9676,82.0018,22.6863,106.9529,21.7166,385.1496,19.3761,0.009162,0.515697,0.013519,0.997428,0.120014,1.583124,1.168502
301,218.1622,21.8346,67.5114,23.29,159.981,19.5919,356.5943,19.4689,0.01026,0.373913,0.019167,1.034869,0.109454,1.571713,1.110248
302,133.4294,19.6804,60.6369,14.5339,202.5269,21.4734,279.4919,21.5814,0.00816,0.471594,0.02461,0.91716,0.085965,1.145577,0.769123
303,196.1065,19.1932,95.9649,16.7467,239.6612,15.9409,390.5618,17.1568,0.009867,0.666575,0.004293,1.000945,0.068179,1.424342,1.009415
304,289.1502,15.8952,49.7128,14.9775,317.5462,19.5106,358.8868,21.4871,0.008192,0.368979,0.009882,1.078218,0.063768,1.129985,0.735245
305,154.4477,20.8647,32.7348,20.8021,202.2469,17.3703,216.8808,19.5956,0.007749,0.450026,0.008628,0.751881,0.034432,1.41105,0.802187
306,254.5,20.3859,62.2098,18.6943,529.8325,16.5475,273.1999,23.807,0.007119,0.617921,0.011435,1.023152,0.060027,1.426283,0.926908
307,131.3261,21.6098,65.9791,20.6232,199.3534,19.7532,265.0755,23.2237,0.009803,0.393416,0.011468,1.039705,0.135336,1.518026,1.013148
308,175.3849,22.2532,67.5783,18.3043,393.6474,21.1439,419.2946,20.1474,0.005836,0.450903,0.008887,0.721929,0.096298,1.419917,0.936899
309,203.5158,20.0441,66.9242,20.2226,123.4689,19.3714,281.6367,20.0875,0.007214,0.611255,0.018323,0.804103,0.079816,1.450424,1.005456
310,156.4954,18.3283,81.1286,17.9241,129.1143,18.9161,308.4717,20.3942,0.006552,0.397549,0.012343,1.084608,0.088221,1.399716,0.984597
