rain_id,strength_id,status
68,1,OK
68,2,OK
68,3,OK
68,4,OK
68,5,OK
68,6,OK
68,7,OK
68,8,OK
68,9,OK
68,10,OK
68,11,OK
68,12,OK
68,13,OK
68,14,OK
68,15,OK
68,16,OK
68,17,OK
68,18,OK
68,19,OK
93,1,OK
68,20,OK
93,2,OK
