Node,X_ft,Y_ft
469,157.4375,75.5
470,157.4375,79.5
471,157.4375,87.5
472,157.9496,64.9929
473,159.5112,71.3969
474,160.0,9.6
475,160.0,38.4
476,160.0,0.0
477,160.0,4.8
478,160.0,14.4
479,160.0,19.2
480,160.0,24.0
481,160.0,28.8
482,160.0,33.6
483,160.0,43.2
484,160.0,48.0
485,160.0498,52.6689
486,160.1265,57.2907
487,160.3147,61.5235
488,161.75,78.0
489,161.75,82.0
490,161.75,90.0
491,161.8673,67.124
492,164.3448,73.7899
493,164.6635,63.0417
494,165.0,9.6
495,165.0,38.4
496,165.0,0.0
497,165.0,4.8
498,165.0,14.4
499,165.0,19.2
500,165.0,24.0
501,165.0,28.8
502,165.0,33.6
503,165.0,43.2
504,165.0,48.0
505,165.0,53.0
506,165.0,57.9974
507,166.0625,80.5
508,166.0625,84.5
509,166.0625,92.5
510,167.0135,69.3007
511,167.7525,89.9575
512,168.7021,76.7115
513,170.0,0.0
514,170.0,4.8
515,170.0,9.6
516,170.0,14.4
517,170.0,19.2
518,170.0,24.0
519,170.0,28.8
520,170.0,33.6
521,170.0,38.4
522,170.0,43.2
523,170.0,48.0
524,170.1215,53.5341
525,170.246,59.0739
526,170.375,83.0
527,170.375,87.0
528,170.375,95.0
529,170.3919,65.2804
530,171.0536,72.7023
531,171.4576,92.0089
532,173.3027,69.1456
533,173.3506,79.3354
534,174.6875,85.5
535,174.6875,89.5
536,174.6875,97.5
537,175.0,4.8
538,175.0,9.6
539,175.0,14.4
540,175.0,19.2
541,175.0,24.0
542,175.0,28.8
543,175.0,33.6
544,175.0,38.4
545,175.0,43.2
546,175.0,48.0
547,175.0,53.0
548,175.0,57.9978
549,175.0,0.0
550,175.2732,62.9493
551,175.3803,94.0334
552,175.447,74.4074
553,176.2605,66.2367
554,178.0542,70.1413
555,178.2363,82.2435
556,179.0,88.0
557,179.0,92.0
558,179.0,96.0
559,179.0,100.0
560,179.7951,77.0344
561,179.9933,63.009
562,180.0,4.8
563,180.0,9.6
564,180.0,38.4
565,180.0,43.2
566,180.0,0.0
567,180.0,14.4
568,180.0,19.2
569,180.0,24.0
570,180.0,28.8
571,180.0,33.6
572,180.0,48.0
573,180.0,53.0
574,180.0,58.0023
575,180.2538,66.9029
576,183.1367,72.8652
577,183.6454,82.8605
578,184.125,88.0
579,184.125,92.0
580,184.125,100.0
581,184.1289,96.0016
582,184.2899,77.9676
583,184.5305,68.1159
584,184.7662,63.0776
585,185.0,9.6
586,185.0,38.4
587,185.0,0.0
588,185.0,4.8
589,185.0,14.4
590,185.0,19.2
591,185.0,24.0
592,185.0,28.8
593,185.0,33.6
594,185.0,43.2
595,185.0,48.0
596,185.0,53.0
597,185.0,58.0112
598,188.9527,72.6875
599,189.0165,82.9289
600,189.2371,77.8566
601,189.25,88.0
602,189.25,92.0
603,189.25,100.0
604,189.293,96.0006
605,189.4781,67.9597
606,189.7099,62.9949
607,189.9256,58.0069
608,190.0,0.0
609,190.0,4.8
610,190.0,9.6
611,190.0,14.4
612,190.0,19.2
613,190.0,24.0
614,190.0,28.8
615,190.0,33.6
616,190.0,38.4
617,190.0,43.2
618,190.0,48.0
619,190.0,53.0
620,194.2554,82.9288
621,194.3612,77.8108
622,194.3741,72.673
623,194.375,88.0
624,194.375,92.0
625,194.375,100.0
626,194.4227,95.999
627,194.5716,67.9355
628,194.822,62.9812
629,195.0,0.0
630,195.0,4.8
631,195.0,9.6
632,195.0,19.2
633,195.0,24.0
634,195.0,28.8
635,195.0,38.4
636,195.0,43.2
637,195.0,48.0
638,195.0,53.0
639,195.0,58.0156
640,195.0,14.4
641,195.0,33.6
642,199.5,82.875
643,199.5,88.0
644,199.5,92.0
645,199.5,100.0
646,199.5307,77.8179
647,199.5732,95.9979
648,199.6051,72.7563
649,199.7683,67.7825
650,199.8771,62.9122
651,200.0,4.8
652,200.0,9.6
653,200.0,14.4
654,200.0,19.2
655,200.0,24.0
656,200.0,28.8
657,200.0,33.6
658,200.0,38.4
659,200.0,43.2
660,200.0,48.0
661,200.0,53.0
662,200.0,58.0116
663,200.0,0.0
664,204.625,82.875
665,204.625,88.0
666,204.625,92.0
667,204.625,100.0
668,204.6643,95.999
669,204.6836,77.839
670,204.7583,72.8468
671,204.8924,67.9106
672,204.9904,63.0076
673,205.0,0.0
674,205.0,4.8
675,205.0,9.6
676,205.0,14.4
677,205.0,19.2
678,205.0,24.0
679,205.0,28.8
680,205.0,33.6
681,205.0,38.4
682,205.0,43.2
683,205.0,48.0
684,205.0,53.0
685,205.0,58.0039
686,209.75,82.875
687,209.75,88.0
688,209.75,92.0
689,209.75,100.0
690,209.7799,95.9994
691,209.8703,77.8794
692,209.9186,72.9329
693,209.9568,67.9669
694,209.9961,63.0
695,210.0,0.0
696,210.0,4.8
697,210.0,9.6
698,210.0,14.4
699,210.0,19.2
700,210.0,24.0
701,210.0,28.8
702,210.0,33.6
703,210.0,38.4
704,210.0,43.2
705,210.0,48.0
706,210.0,53.0
707,210.0,58.0
708,214.875,88.0
709,214.875,92.0
710,214.875,100.0
711,214.8942,96.0006
712,214.9297,82.9453
713,215.0,4.8
714,215.0,43.2
715,215.0,0.0
716,215.0,9.6
717,215.0,14.4
718,215.0,19.2
719,215.0,24.0
720,215.0,28.8
721,215.0,33.6
722,215.0,38.4
723,215.0,48.0
724,215.0,53.0
725,215.0,58.0
726,215.0,63.0
727,215.0,68.0
728,215.0,73.0
729,215.0,78.0
730,220.0,0.0
731,220.0,4.8
732,220.0,9.6
733,220.0,14.4
734,220.0,19.2
735,220.0,24.0
736,220.0,28.8
737,220.0,33.6
738,220.0,38.4
739,220.0,43.2
740,220.0,48.0
741,220.0,53.0
742,220.0,58.0
743,220.0,63.0
744,220.0,68.0
745,220.0,73.0
746,220.0,78.0
747,220.0,83.0
748,220.0,88.0
749,220.0,92.0
750,220.0,96.0
751,220.0,100.0
